date,nav,cash,invested,daily_pnl,daily_return,index_return,positions,is_rebalance,trades,in_market,pos_cap
2026-02-24,5000.0,5000.0,0,0.0,0.0,1.0114569417342567,{},True,[],False,0
2026-02-25,5000.0,5000.0,0,0.0,0.0,0.6020549144097442,{},False,[],False,0
2026-02-26,5000.0,5000.0,0,0.0,0.0,-0.19029174266442794,{},False,[],False,0
2026-02-27,5000.0,5000.0,0,0.0,0.0,-0.3432924169334717,{},False,[],False,0
2026-03-02,5000.0,5000.0,0,0.0,0.0,0.38258014238807814,{},False,[],False,0
2026-03-03,5000.0,5000.0,0,0.0,0.0,-1.5389742864218237,{},True,[],False,0
2026-03-04,5000.0,5000.0,0,0.0,0.0,-1.1441621548247571,{},False,[],False,0
2026-03-05,5000.0,5000.0,0,0.0,0.0,0.9791586323022239,{},False,[],False,0
2026-03-06,5000.0,5000.0,0,0.0,0.0,0.27426516214930086,{},False,[],False,0
2026-03-09,5000.0,5000.0,0,0.0,0.0,-0.9652309578561225,{},False,[],False,0
2026-03-10,5000.0,5000.0,0,0.0,0.0,1.2848354062600542,{},True,[],False,0
2026-03-11,5000.0,5000.0,0,0.0,0.0,0.636182936606744,{},False,[],False,0
2026-03-12,5000.0,5000.0,0,0.0,0.0,-0.3599960548377523,{},False,[],False,0
2026-03-13,5000.0,5000.0,0,0.0,0.0,-0.3929549701763846,{},False,[],False,0
2026-03-16,5000.0,5000.0,0,0.0,0.0,0.051808255910068546,{},False,[],False,0
2026-03-17,5000.0,5000.0,0,0.0,0.0,-0.7303771610291054,{},True,[],False,0
2026-03-18,5000.0,5000.0,0,0.0,0.0,0.4505288371448035,{},False,[],False,0
2026-03-19,5000.0,5000.0,0,0.0,0.0,-1.6117571697337185,{},False,[],False,0
2026-03-20,5000.0,5000.0,0,0.0,0.0,-0.3541809078315805,{},False,[],False,0
2026-03-23,5000.0,5000.0,0,0.0,0.0,-3.2629825413431623,{},False,[],False,0
2026-03-24,5000.0,5000.0,0,0.0,0.0,1.2839528863419103,{},True,[],False,0
2026-03-25,5000.0,5000.0,0,0.0,0.0,1.4021876666304722,{},False,[],False,0
2026-03-26,5000.0,5000.0,0,0.0,0.0,-1.320825324090602,{},False,[],False,0
2026-03-27,5000.0,5000.0,0,0.0,0.0,0.5591470662199338,{},False,[],False,0
2026-03-30,5000.0,5000.0,0,0.0,0.0,-0.2358652947094586,{},False,[],False,0
2026-03-31,5000.0,5000.0,0,0.0,0.0,-0.9328020124890091,{},True,[],False,0
