date,nav,cash,invested,daily_pnl,daily_return,index_return,positions,is_rebalance,trades,regime,pos_cap
2026-03-23,4786.789676326274,3610.4814716066876,1176.3082047195865,-46.926158896560715,-0.9708092179232741,-3.2629825413431623,"{'电力': 726, '风电设备': 450}",False,"[{'date': '2026-03-23', 'action': 'sell', 'reason': '跌停(-6.7%)', 'sector': '元件', 'etf': '159997', 'amount': 222}]",cash,10
2026-03-24,4837.442255618524,4353.442255618524,484.0,50.6525792922491,1.0581743238638364,1.2839528863419103,{'电力': 484},True,"[{'date': '2026-03-24', 'action': 'sell', 'reason': '调仓', 'sector': '电力', 'etf': '159611', 'amount': 765}, {'date': '2026-03-24', 'action': 'sell', 'reason': '调仓', 'sector': '风电设备', 'etf': '516160', 'amount': 462}, {'date': '2026-03-24', 'action': 'buy', 'reason': '调仓', 'sector': '电力', 'etf': '159611', 'amount': 484}]",cash,10
2026-03-25,4855.473966356342,4353.442255618524,502.0317107378187,18.031710737818695,0.37275299187036204,1.4021876666304722,{'电力': 502},False,[],cash,10
2026-03-26,4853.7346310837975,4353.442255618524,500.2923754652737,-1.7393352725449782,-0.035822152164688426,-1.320825324090602,{'电力': 500},False,[],cash,10
2026-03-27,4849.8744682205825,4353.442255618524,496.4322126020592,-3.8601628632145046,-0.07952974681586511,0.5591470662199338,{'电力': 496},False,[],cash,10
2026-03-30,4826.158869940259,4353.442255618524,472.7166143217351,-23.715598280324098,-0.4889940643973967,-0.2358652947094586,{'电力': 473},False,[],cash,10
2026-03-31,4813.7288323229095,4332.7288323229095,481.0,-12.430037617349226,-0.25755550018815576,-0.9328020124890091,{'能源金属': 481},True,"[{'date': '2026-03-31', 'action': 'sell', 'reason': '调仓', 'sector': '电力', 'etf': '159611', 'amount': 460}, {'date': '2026-03-31', 'action': 'buy', 'reason': '调仓', 'sector': '能源金属', 'etf': '512400', 'amount': 481}]",cash,10
2026-04-01,4812.545906470118,4332.7288323229095,479.81707414720836,-1.1829258527916415,-0.0245740026909802,1.7082508529681295,{'能源金属': 480},False,[],defensive,30
2026-04-02,4816.120944968501,4332.7288323229095,483.3921126455913,3.5750384983829466,0.07428580563930698,-1.0418095887665846,{'能源金属': 483},False,[],cash,10
2026-04-03,4807.447691678842,4332.7288323229095,474.7188593559321,-8.673253289659149,-0.18008794606207967,-0.8512108069054225,{'能源金属': 475},False,[],cash,10
2026-04-07,4810.012853615216,4332.7288323229095,477.28402129230665,2.56516193637452,0.05335808314284041,-0.0038957041192388964,{'能源金属': 477},False,[],cash,10
2026-04-08,4826.888194930491,3378.8881949304914,1448.0,16.87534131527553,0.3508377592503109,3.489155558598167,"{'通信设备': 724, '半导体': 483, '化学制药': 241}",True,"[{'date': '2026-04-08', 'action': 'sell', 'reason': '调仓', 'sector': '能源金属', 'etf': '512400', 'amount': 494}, {'date': '2026-04-08', 'action': 'buy', 'reason': '调仓', 'sector': '通信设备', 'etf': '515880', 'amount': 724}, {'date': '2026-04-08', 'action': 'buy', 'reason': '调仓', 'sector': '半导体', 'etf': '512480', 'amount': 483}, {'date': '2026-04-08', 'action': 'buy', 'reason': '调仓', 'sector': '化学制药', 'etf': '512170', 'amount': 241}]",defensive,30
2026-04-09,4826.580466775178,3378.8881949304914,1447.6922718446872,-0.3077281553127573,-0.006375290723259486,-0.6382687970726386,"{'通信设备': 730, '半导体': 482, '化学制药': 236}",False,[],defensive,30
2026-04-10,4833.591250303325,3378.8881949304914,1454.7030553728341,7.0107835281468995,0.14525363404602754,1.5404850922775548,"{'通信设备': 729, '半导体': 488, '化学制药': 237}",False,[],aggressive,80
2026-04-13,4837.161512319514,3378.8881949304914,1458.273317389023,3.5702620161889604,0.07386354847371823,0.20681254186827314,"{'通信设备': 732, '半导体': 491, '化学制药': 235}",False,[],aggressive,80
2026-04-14,4859.21244623855,3378.8881949304914,1480.3242513080588,22.050933919035685,0.45586515692881413,1.1865510298300297,"{'通信设备': 741, '半导体': 503, '化学制药': 237}",False,[],aggressive,80
2026-04-15,4852.464330299719,970.4643302997192,3882.0,-6.748115938831353,-0.13887262624325825,-0.3411408457774434,"{'能源金属': 2588, '通信设备': 1294}",True,"[{'date': '2026-04-15', 'action': 'sell', 'reason': '调仓', 'sector': '通信设备', 'etf': '515880', 'amount': 733}, {'date': '2026-04-15', 'action': 'sell', 'reason': '调仓', 'sector': '半导体', 'etf': '512480', 'amount': 498}, {'date': '2026-04-15', 'action': 'sell', 'reason': '调仓', 'sector': '化学制药', 'etf': '512170', 'amount': 242}, {'date': '2026-04-15', 'action': 'buy', 'reason': '调仓', 'sector': '能源金属', 'etf': '512400', 'amount': 2588}, {'date': '2026-04-15', 'action': 'buy', 'reason': '调仓', 'sector': '通信设备', 'etf': '515880', 'amount': 1294}]",aggressive,80
2026-04-16,4985.638590905593,970.4643302997192,4015.174260605874,133.17426060587397,2.744466554330116,1.0962498020381517,"{'能源金属': 2684, '通信设备': 1331}",False,[],aggressive,80
2026-04-17,5058.107765663733,970.4643302997192,4087.6434353640134,72.46917475813932,1.453558524886489,-0.1675460582763133,"{'能源金属': 2725, '通信设备': 1362}",False,[],aggressive,80
2026-04-20,5036.130312799625,970.4643302997192,4065.665982499906,-21.977452864107548,-0.4344994982767747,0.6084160626915969,"{'能源金属': 2687, '通信设备': 1378}",False,[],aggressive,80
2026-04-21,5046.64195106798,970.4643302997192,4076.1776207682606,10.511638268354732,0.20872450900721873,0.22186292549652986,"{'能源金属': 2709, '通信设备': 1367}",False,[],aggressive,80
2026-04-22,5121.95058803764,1023.95058803764,4098.0,75.30863696966011,1.4922524264619819,0.6633812898791724,"{'通信设备': 2732, '电子化学品': 1366}",True,"[{'date': '2026-04-22', 'action': 'sell', 'reason': '调仓', 'sector': '能源金属', 'etf': '512400', 'amount': 2741}, {'date': '2026-04-22', 'action': 'sell', 'reason': '调仓', 'sector': '通信设备', 'etf': '515880', 'amount': 1410}, {'date': '2026-04-22', 'action': 'buy', 'reason': '调仓', 'sector': '通信设备', 'etf': '515880', 'amount': 2732}, {'date': '2026-04-22', 'action': 'buy', 'reason': '调仓', 'sector': '电子化学品', 'etf': '159997', 'amount': 1366}]",aggressive,80
2026-04-23,5056.1116681139365,1023.95058803764,4032.1610800762965,-65.83891992370383,-1.2854266903212785,-0.2771048666906917,"{'通信设备': 2669, '电子化学品': 1363}",False,[],aggressive,80
2026-04-24,5020.425539792745,1023.95058803764,3996.4749517551054,-35.68612832119113,-0.705801822895713,-0.3543009075644088,"{'通信设备': 2618, '电子化学品': 1378}",False,[],aggressive,80
2026-04-27,5086.286470872466,1023.95058803764,4062.3358828348264,65.86093107972123,1.311859533772508,0.03308613780985681,"{'通信设备': 2644, '电子化学品': 1418}",False,[],aggressive,80
2026-04-28,5031.106261731948,1023.95058803764,4007.155673694307,-55.18020914051963,-1.0848820540588555,-0.26701197896351614,"{'通信设备': 2581, '电子化学品': 1426}",False,[],aggressive,80
2026-04-29,5034.239107950609,1007.2391079506087,4027.0,3.132846218661478,0.062269529914127375,1.095769667908586,"{'电池': 2685, '半导体': 1342}",True,"[{'date': '2026-04-29', 'action': 'sell', 'reason': '调仓', 'sector': '通信设备', 'etf': '515880', 'amount': 2591}, {'date': '2026-04-29', 'action': 'sell', 'reason': '调仓', 'sector': '电子化学品', 'etf': '159997', 'amount': 1420}, {'date': '2026-04-29', 'action': 'buy', 'reason': '调仓', 'sector': '电池', 'etf': '159840', 'amount': 2685}, {'date': '2026-04-29', 'action': 'buy', 'reason': '调仓', 'sector': '半导体', 'etf': '512480', 'amount': 1342}]",aggressive,80
2026-04-30,5051.259685554215,1007.2391079506087,4044.0205776036064,17.020577603606867,0.33809632873269546,-0.06319710407586276,"{'电池': 2657, '半导体': 1387}",False,[],aggressive,80
