date,nav,cash,invested,daily_pnl,daily_return,index_return,positions,is_rebalance,trades,regime,pos_cap
2026-02-24,5000.0,2000.0,3000.0,0.0,0.0,1.0114569417342567,"{'半导体': 1500, '通信设备': 1000, '光伏设备': 500}",True,"[{'date': '2026-02-24', 'action': 'buy', 'reason': '调仓', 'sector': '半导体', 'etf': '512480', 'amount': 1500}, {'date': '2026-02-24', 'action': 'buy', 'reason': '调仓', 'sector': '通信设备', 'etf': '515880', 'amount': 1000}, {'date': '2026-02-24', 'action': 'buy', 'reason': '调仓', 'sector': '光伏设备', 'etf': '515790', 'amount': 500}]",moderate,60
2026-02-25,5025.109414695462,2000.0,3025.1094146954615,25.109414695461684,0.5021882939092448,0.6020549144097442,"{'半导体': 1524, '通信设备': 998, '光伏设备': 504}",False,[],moderate,60
2026-02-26,5073.217988127795,2000.0,3073.217988127795,48.108573432333,0.9573637002140645,-0.19029174266442794,"{'半导体': 1549, '通信设备': 1021, '光伏设备': 502}",False,[],moderate,60
2026-02-27,5077.646291976754,2000.0,3077.6462919767537,4.428303848959336,0.08728786855445314,-0.3432924169334717,"{'半导体': 1542, '通信设备': 1021, '光伏设备': 514}",False,[],moderate,60
2026-03-02,5018.950128916194,2000.0,3018.950128916195,-58.696163060559044,-1.1559718752624737,0.38258014238807814,"{'半导体': 1502, '通信设备': 1017, '光伏设备': 500}",False,[],moderate,60
2026-03-03,4870.560904096674,1948.5609040966738,2922.0,-148.389224819521,-2.956578985804037,-1.5389742864218237,"{'元件': 1461, '电力': 974, '贵金属': 487}",True,"[{'date': '2026-03-03', 'action': 'sell', 'reason': '跌停(-6.3%)', 'sector': '半导体', 'etf': '512480', 'amount': 1406}, {'date': '2026-03-03', 'action': 'sell', 'reason': '调仓', 'sector': '通信设备', 'etf': '515880', 'amount': 972}, {'date': '2026-03-03', 'action': 'sell', 'reason': '调仓', 'sector': '光伏设备', 'etf': '515790', 'amount': 492}, {'date': '2026-03-03', 'action': 'buy', 'reason': '调仓', 'sector': '元件', 'etf': '159997', 'amount': 1461}, {'date': '2026-03-03', 'action': 'buy', 'reason': '调仓', 'sector': '电力', 'etf': '159611', 'amount': 974}, {'date': '2026-03-03', 'action': 'buy', 'reason': '调仓', 'sector': '贵金属', 'etf': '159934', 'amount': 487}]",moderate,60
2026-03-04,4861.504792626074,1948.5609040966738,2912.9438885294003,-9.056111470599795,-0.18593569917136898,-1.1441621548247571,"{'元件': 1462, '电力': 982, '贵金属': 468}",False,[],defensive,30
2026-03-05,4884.709922394404,1948.5609040966738,2936.14901829773,23.205129768329712,0.4773240129995804,0.9791586323022239,"{'元件': 1480, '电力': 1000, '贵金属': 457}",False,[],defensive,30
2026-03-06,4917.1286039819715,1948.5609040966738,2968.5676998852973,32.41868158756744,0.663676699386806,0.27426516214930086,"{'元件': 1497, '电力': 1017, '贵金属': 455}",False,[],defensive,30
2026-03-09,4901.4443130395175,1948.5609040966738,2952.8834089428433,-15.684290942454043,-0.31897255910192657,-0.9652309578561225,"{'元件': 1459, '电力': 1031, '贵金属': 463}",False,[],defensive,30
