date,nav,cash,invested,daily_pnl,daily_return,index_return,positions,is_rebalance,trades,in_market,pos_cap
2026-02-24,5000.0,5000.0,0.0,0.0,0.0,1.0114569417342567,{},True,[],False,0
2026-02-25,5000.0,1000.0,4000.0,0.0,0.0,0.6020549144097442,"{'小金属': 2000, '半导体': 1333, '通信设备': 667}",True,"[{'date': '2026-02-25', 'action': 'buy', 'reason': '调仓', 'sector': '小金属', 'etf': '512400', 'amount': 2000}, {'date': '2026-02-25', 'action': 'buy', 'reason': '调仓', 'sector': '半导体', 'etf': '512480', 'amount': 1333}, {'date': '2026-02-25', 'action': 'buy', 'reason': '调仓', 'sector': '通信设备', 'etf': '515880', 'amount': 667}]",True,80
2026-02-26,5053.2817861661115,1000.0,4053.2817861661115,53.28178616611163,1.0656357233222336,-0.19029174266442794,"{'小金属': 2015, '半导体': 1355, '通信设备': 683}",False,[],True,80
2026-02-27,5196.372794203469,1000.0,4196.372794203469,143.09100803735816,2.831645138592598,-0.3432924169334717,"{'小金属': 2164, '半导体': 1349, '通信设备': 683}",False,[],True,80
2026-03-02,5207.127139671421,1000.0,4207.127139671421,10.754345467951536,0.2069586978045157,0.38258014238807814,"{'小金属': 2213, '半导体': 1314, '通信设备': 680}",False,[],True,80
2026-03-03,4944.116881647773,4944.116881647773,0.0,-263.01025802364825,-5.050966703306658,-1.5389742864218237,{},True,"[{'date': '2026-03-03', 'action': 'sell', 'reason': '跌停(-6.8%)', 'sector': '小金属', 'etf': '512400', 'amount': 2064}, {'date': '2026-03-03', 'action': 'sell', 'reason': '跌停(-6.3%)', 'sector': '半导体', 'etf': '512480', 'amount': 1230}, {'date': '2026-03-03', 'action': 'sell', 'reason': '调仓', 'sector': '通信设备', 'etf': '515880', 'amount': 650}]",False,0
2026-03-04,4944.116881647773,4944.116881647773,0.0,0.0,0.0,-1.1441621548247571,{},False,[],False,0
2026-03-05,4944.116881647773,4944.116881647773,0.0,0.0,0.0,0.9791586323022239,{},False,[],False,0
2026-03-06,4944.116881647773,4944.116881647773,0.0,0.0,0.0,0.27426516214930086,{},False,[],False,0
2026-03-09,4944.116881647773,4944.116881647773,0.0,0.0,0.0,-0.9652309578561225,{},False,[],False,0
2026-03-10,4944.116881647773,989.116881647773,3955.0,0.0,0.0,1.2848354062600542,"{'电力': 1978, '通信设备': 1318, '元件': 659}",True,"[{'date': '2026-03-10', 'action': 'buy', 'reason': '调仓', 'sector': '电力', 'etf': '159611', 'amount': 1978}, {'date': '2026-03-10', 'action': 'buy', 'reason': '调仓', 'sector': '通信设备', 'etf': '515880', 'amount': 1318}, {'date': '2026-03-10', 'action': 'buy', 'reason': '调仓', 'sector': '元件', 'etf': '159997', 'amount': 659}]",True,80
2026-03-11,4993.801771314327,4993.801771314327,0.0,49.684889666553886,1.0049295123054414,0.636182936606744,{},True,"[{'date': '2026-03-11', 'action': 'sell', 'reason': '调仓', 'sector': '电力', 'etf': '159611', 'amount': 2018}, {'date': '2026-03-11', 'action': 'sell', 'reason': '调仓', 'sector': '通信设备', 'etf': '515880', 'amount': 1327}, {'date': '2026-03-11', 'action': 'sell', 'reason': '调仓', 'sector': '元件', 'etf': '159997', 'amount': 660}]",False,0
2026-03-12,4993.801771314327,4993.801771314327,0.0,0.0,0.0,-0.3599960548377523,{},False,[],False,0
2026-03-13,4993.801771314327,4993.801771314327,0.0,0.0,0.0,-0.3929549701763846,{},False,[],False,0
2026-03-16,4993.801771314327,997.8017713143272,3996.0,0.0,0.0,0.051808255910068546,"{'电力': 1998, '风电设备': 1332, '元件': 666}",True,"[{'date': '2026-03-16', 'action': 'buy', 'reason': '调仓', 'sector': '电力', 'etf': '159611', 'amount': 1998}, {'date': '2026-03-16', 'action': 'buy', 'reason': '调仓', 'sector': '风电设备', 'etf': '516160', 'amount': 1332}, {'date': '2026-03-16', 'action': 'buy', 'reason': '调仓', 'sector': '元件', 'etf': '159997', 'amount': 666}]",True,80
2026-03-17,4932.731083744369,4932.731083744369,0.0,-61.07068756995781,-1.222929751051871,-0.7303771610291054,{},True,"[{'date': '2026-03-17', 'action': 'sell', 'reason': '调仓', 'sector': '电力', 'etf': '159611', 'amount': 1982}, {'date': '2026-03-17', 'action': 'sell', 'reason': '调仓', 'sector': '风电设备', 'etf': '516160', 'amount': 1315}, {'date': '2026-03-17', 'action': 'sell', 'reason': '调仓', 'sector': '元件', 'etf': '159997', 'amount': 638}]",False,0
2026-03-18,4932.731083744369,4932.731083744369,0.0,0.0,0.0,0.4505288371448035,{},False,[],False,0
2026-03-19,4932.731083744369,4932.731083744369,0.0,0.0,0.0,-1.6117571697337185,{},False,[],False,0
2026-03-20,4932.731083744369,4932.731083744369,0.0,0.0,0.0,-0.3541809078315805,{},False,[],False,0
2026-03-23,4932.731083744369,4932.731083744369,0.0,0.0,0.0,-3.2629825413431623,{},False,[],False,0
2026-03-24,4932.731083744369,4932.731083744369,0.0,0.0,0.0,1.2839528863419103,{},True,[],False,0
2026-03-25,4932.731083744369,4932.731083744369,0.0,0.0,0.0,1.4021876666304722,{},False,[],False,0
2026-03-26,4932.731083744369,4932.731083744369,0.0,0.0,0.0,-1.320825324090602,{},False,[],False,0
2026-03-27,4932.731083744369,4932.731083744369,0.0,0.0,0.0,0.5591470662199338,{},False,[],False,0
2026-03-30,4932.731083744369,4932.731083744369,0.0,0.0,0.0,-0.2358652947094586,{},False,[],False,0
2026-03-31,4932.731083744369,4932.731083744369,0.0,0.0,0.0,-0.9328020124890091,{},True,[],False,0
