date,nav,cash,invested,daily_pnl,daily_return,index_return,positions,is_rebalance,trades,in_market,pos_cap
2026-03-31,5000.0,5000.0,0.0,0.0,0.0,-0.9328020124890091,{},True,[],False,0
2026-04-01,5000.0,5000.0,0.0,0.0,0.0,1.7082508529681295,{},False,[],False,0
2026-04-02,5000.0,5000.0,0.0,0.0,0.0,-1.0418095887665846,{},False,[],False,0
2026-04-03,5000.0,5000.0,0.0,0.0,0.0,-0.8512108069054225,{},False,[],False,0
2026-04-07,5000.0,5000.0,0.0,0.0,0.0,-0.0038957041192388964,{},False,[],False,0
2026-04-08,5000.0,5000.0,0.0,0.0,0.0,3.489155558598167,{},True,[],False,0
2026-04-09,5000.0,5000.0,0.0,0.0,0.0,-0.6382687970726386,{},False,[],False,0
2026-04-10,5000.0,5000.0,0.0,0.0,0.0,1.5404850922775548,{},False,[],False,0
2026-04-13,5000.0,5000.0,0.0,0.0,0.0,0.20681254186827314,{},False,[],False,0
2026-04-14,5000.0,1000.0,4000.0,0.0,0.0,1.1865510298300297,"{'能源金属': 2000, '通信设备': 1333, '半导体': 667}",True,"[{'date': '2026-04-14', 'action': 'buy', 'reason': '调仓', 'sector': '能源金属', 'etf': '512400', 'amount': 2000}, {'date': '2026-04-14', 'action': 'buy', 'reason': '调仓', 'sector': '通信设备', 'etf': '515880', 'amount': 1333}, {'date': '2026-04-14', 'action': 'buy', 'reason': '调仓', 'sector': '半导体', 'etf': '512480', 'amount': 667}]",True,80
2026-04-15,4908.24000032834,1000.0,3908.24000032834,-91.7599996716602,-1.8351999934332008,-0.3411408457774434,"{'能源金属': 1928, '通信设备': 1320, '半导体': 661}",False,[],True,80
2026-04-16,5027.875829258497,1000.0,4027.875829258497,119.63582893015734,2.4374486358074154,1.0962498020381517,"{'能源金属': 2000, '通信设备': 1357, '半导体': 671}",False,[],True,80
2026-04-17,5103.2441099869775,1000.0,4103.2441099869775,75.3682807284811,1.4990083941590848,-0.1675460582763133,"{'能源金属': 2030, '通信设备': 1390, '半导体': 684}",False,[],True,80
2026-04-20,5095.785135183502,1000.0,4095.7851351835016,-7.458974803476443,-0.14616143462310438,0.6084160626915969,"{'能源金属': 2002, '通信设备': 1406, '半导体': 688}",False,[],True,80
2026-04-21,5094.219423776847,1019.2194237768472,4075.0,-1.5657114066546862,-0.030725616663940247,0.22186292549652986,"{'通信设备': 2038, '半导体': 1358, '消费电子': 679}",True,"[{'date': '2026-04-21', 'action': 'sell', 'reason': '调仓', 'sector': '能源金属', 'etf': '512400', 'amount': 2018}, {'date': '2026-04-21', 'action': 'sell', 'reason': '调仓', 'sector': '通信设备', 'etf': '515880', 'amount': 1395}, {'date': '2026-04-21', 'action': 'sell', 'reason': '调仓', 'sector': '半导体', 'etf': '512480', 'amount': 682}, {'date': '2026-04-21', 'action': 'buy', 'reason': '调仓', 'sector': '通信设备', 'etf': '515880', 'amount': 2038}, {'date': '2026-04-21', 'action': 'buy', 'reason': '调仓', 'sector': '半导体', 'etf': '512480', 'amount': 1358}, {'date': '2026-04-21', 'action': 'buy', 'reason': '调仓', 'sector': '消费电子', 'etf': '159997', 'amount': 679}]",True,80
2026-04-22,5208.921345993733,1019.2194237768472,4189.701922216886,114.70192221688585,2.251609376728525,0.6633812898791724,"{'通信设备': 2101, '半导体': 1398, '消费电子': 690}",False,[],True,80
2026-04-23,5117.966562848862,1019.2194237768472,4098.747139072015,-90.95478314487077,-1.7461347005138683,-0.2771048666906917,"{'通信设备': 2053, '半导体': 1368, '消费电子': 678}",False,[],True,80
2026-04-24,5086.656651655587,1019.2194237768472,4067.4372278787396,-31.309911193276037,-0.6117646688150069,-0.3543009075644088,"{'通信设备': 2014, '半导体': 1383, '消费电子': 671}",False,[],True,80
2026-04-27,5169.053666731624,1019.2194237768472,4149.8342429547765,82.39701507603753,1.6198658710180336,0.03308613780985681,"{'通信设备': 2034, '半导体': 1432, '消费电子': 684}",False,[],True,80
2026-04-28,5082.623565903776,1016.6235659037757,4066.0,-86.43010082784933,-1.6720681656705927,-0.26701197896351614,"{'电子化学品': 2033, '半导体': 1355, '元件': 678}",True,"[{'date': '2026-04-28', 'action': 'sell', 'reason': '调仓', 'sector': '通信设备', 'etf': '515880', 'amount': 1986}, {'date': '2026-04-28', 'action': 'sell', 'reason': '调仓', 'sector': '半导体', 'etf': '512480', 'amount': 1404}, {'date': '2026-04-28', 'action': 'sell', 'reason': '调仓', 'sector': '消费电子', 'etf': '159997', 'amount': 674}, {'date': '2026-04-28', 'action': 'buy', 'reason': '调仓', 'sector': '电子化学品', 'etf': '159997', 'amount': 2033}, {'date': '2026-04-28', 'action': 'buy', 'reason': '调仓', 'sector': '半导体', 'etf': '512480', 'amount': 1355}, {'date': '2026-04-28', 'action': 'buy', 'reason': '调仓', 'sector': '元件', 'etf': '159997', 'amount': 678}]",True,80
2026-04-29,5083.443754702377,1016.6235659037757,4066.820188798601,0.8201887986010403,0.01613711477874702,1.095769667908586,"{'电子化学品': 2024, '半导体': 1360, '元件': 683}",False,[],True,80
2026-04-30,5140.332833432704,1016.6235659037757,4123.709267528929,56.889078730327206,1.1191051081799186,-0.06319710407586276,"{'电子化学品': 2038, '半导体': 1405, '元件': 681}",False,[],True,80
